#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2009Y      -5.51  -999.0  99.00     9.4   0.96   113.8   2.02   173.8   0.82    75.6   0.62     5.7   0.33   137.0   0.38   195.1   2.40
SN2009Y      -4.52   162.3   0.54     5.8   0.41   107.5   0.98   174.2   2.18    72.0   1.12     3.8   0.34   135.6   0.30   188.1   1.21
SN2009Y      -4.50  -999.0  99.00     5.9   0.18   109.0   0.25   172.5   0.97    75.4   0.22     5.3   0.21   136.3   0.21   184.8   1.56
SN2009Y      -2.50  -999.0  99.00  -999.0  99.00   108.6   1.58   180.9   1.86    81.4   0.32     9.4   0.31   138.8   0.79  -999.0  99.00
SN2009Y      -2.50  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00   163.9   1.98
SN2009Y       2.47  -999.0  99.00  -999.0  99.00   117.7   3.86   235.6   1.19    72.6   0.66     9.3   0.43   142.9   0.22  -999.0  99.00
SN2009Y       2.47  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00   185.5   1.71
SN2009Y       9.36  -999.0  99.00  -999.0  99.00   224.2   1.23   311.2   0.80    15.8   0.49    30.3   1.14   137.6   0.81   277.2   1.26
SN2009Y      10.39  -999.0  99.00  -999.0  99.00   240.8   2.23   321.2   0.71    12.5   0.56    35.7   1.04   135.6   2.14   300.6   1.52
SN2009Y      11.38  -999.0  99.00  -999.0  99.00   254.6   1.26   320.2   0.69  -999.0  99.00    56.2   1.10   142.0   0.65   297.6   1.32
SN2009Y      12.39  -999.0  99.00  -999.0  99.00   264.3   0.54   326.4   0.50  -999.0  99.00  -999.0  99.00   142.3   0.73   298.5   1.34
SN2009Y      29.24  -999.0  99.00  -999.0  99.00  -999.0  99.00   461.0   1.26  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00
SN2009Y      29.24  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00   431.4   0.97
SN2009Y      43.04  -999.0  99.00  -999.0  99.00   288.2   0.83   416.4   0.85  -999.0  99.00  -999.0  99.00   226.6   0.81   423.8   2.89
SN2009Y      62.85   132.0   3.72  -999.0  99.00   284.2   2.51   372.4   2.14  -999.0  99.00  -999.0  99.00   232.4   2.64   521.5  11.38
SN2009Y      66.80   126.0   0.98  -999.0  99.00   275.2   2.00   319.4   1.08  -999.0  99.00  -999.0  99.00   225.7   1.64   494.2   2.53
SN2009Y      75.73  -999.0  99.00  -999.0  99.00   274.8   0.71   299.7   0.31  -999.0  99.00  -999.0  99.00   219.8   0.46   489.4   1.49
