SN2005na      0.17  -1000  -1000  10160    373  -1000  -1000  -1000  -1000  -1000  -1000  10816    289  -1000  -1000  -1000  -1000
SN2005na      1.14  -1000  -1000   9678    201  -1000  -1000  -1000  -1000  -1000  -1000  10729    350  -1000  -1000  -1000  -1000
SN2005na      2.13  -1000  -1000   9939    209  -1000  -1000  -1000  -1000  -1000  -1000  10615    403  -1000  -1000  -1000  -1000
SN2005na      3.07  -1000  -1000   9971     86  -1000  -1000  -1000  -1000  10688    520  10716    296  -1000  -1000  -1000  -1000
SN2005na      5.13  -1000  -1000   9980    125  -1000  -1000  -1000  -1000  11039    264  10756    341  -1000  -1000  -1000  -1000
SN2005na     11.37  11310    746  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
SN2005na     11.38  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  10668    235  11227   1474  -1000  -1000
SN2005na     11.39  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  10646    268  11344   1441  -1000  -1000
SN2005na     19.18  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
SN2005na     19.18  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  10203    435  -1000  -1000  -1000  -1000
SN2005na     19.18  11206    681  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
SN2005na     19.20  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
SN2005na     38.59  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
SN2005na     61.02   9501    286  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
SN2005na     67.78  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
SN2005na     67.79  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
SN2005na     67.79  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
SN2005na     67.81  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
SN2005na     67.81  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
SN2005na     75.49   2810   1384  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000
