#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2005M      -2.27   120.7   2.45    11.4   3.37   119.1   2.37   160.2   5.05    57.4   2.13    31.2   1.87    89.9   3.62   232.5  27.63
SN2005M      -2.52    99.1   1.39     6.0   0.42    93.1   1.67   123.0   1.33    62.6   1.36     9.5   0.94    49.5   2.28  -999.0  99.00
SN2005M      -1.51    92.2   1.09     6.5   0.52    91.9   0.84   142.6   1.15    59.5   1.69     7.7   1.43    49.0   1.95  -999.0  99.00
SN2005M      -0.13  -999.0  99.00     8.1   0.91    89.8   1.07   139.3   0.96    78.4   1.48     7.6   1.30    50.2   1.54    51.8   4.45
SN2005M       0.37    97.4   2.64  -999.0  99.00    96.2   1.56   136.4   1.61    70.9   1.49     9.0   0.83    53.4   1.28  -999.0  99.00
SN2005M       3.81  -999.0  99.00    14.5   0.96    92.5   2.19   152.3   1.79    86.7   0.76    15.4   1.19    61.5   1.27   106.3   6.42
SN2005M       5.33   121.0   4.27    24.7   1.70   123.4   4.67   187.4   2.50   100.6   2.17    24.3   1.71    78.5   4.10  -999.0  99.00
SN2005M       7.74  -999.0  99.00    21.1   3.26   112.0   2.94   182.2   3.59    75.6   3.91    21.8   1.35    68.9   1.74   170.7   7.81
SN2005M      37.94    82.5   3.36  -999.0  99.00   286.6   2.48   385.8   2.05  -999.0  99.00    47.0   1.13   235.4   1.44   382.5  14.38
SN2005M      41.82  -999.0  99.00  -999.0  99.00   335.9  28.94   427.5   5.40  -999.0  99.00    62.8   2.00   275.5   6.69   404.4  31.87
SN2005M      46.70  -999.0  99.00  -999.0  99.00  -999.0  99.00   358.2  20.56  -999.0  99.00    57.9   5.59   245.2  16.96  -999.0  99.00
SN2005M      55.52  -999.0  99.00  -999.0  99.00   276.6   3.50   351.5   2.50  -999.0  99.00    80.1   0.93   227.0   1.61   382.5  29.88
SN2005M      65.27    84.1  11.72  -999.0  99.00   263.7   3.64   335.3   4.18  -999.0  99.00    93.1   2.16   214.2   5.47  -999.0  99.00
SN2005M      68.20    85.2  11.55  -999.0  99.00   280.1  20.48   332.8  12.01  -999.0  99.00   103.4   2.45   227.5  23.83  -999.0  99.00
