#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2006hx     -8.05  -999.0  99.00  -999.0  99.00    76.1   7.30    37.2   3.79    15.5   1.73    10.8   1.62    55.5  10.42    55.5   5.09
SN2006hx     -3.16  -999.0  99.00  -999.0  99.00    77.0   1.92    74.5   3.04    52.5   2.44    19.2   1.53    50.3   1.97  -999.0  99.00
