#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2008ar     -8.15  -999.0  99.00    15.3   1.60   100.5   2.59   150.9   1.39    67.7   0.53    13.9   0.62   123.5   0.47   147.4   1.39
SN2008ar     -7.15   176.3   4.63    14.5   1.10    94.9   1.45   152.6   1.96    69.8   1.29    17.3   0.85   112.3   1.27  -999.0  99.00
SN2008ar     -6.17   182.6   3.83    22.5   1.96    93.1   4.82   145.3   3.86    61.8   3.01    20.0   2.81    98.3   2.37  -999.0  99.00
SN2008ar     -4.22   176.7   3.30    15.2   1.42   104.9   3.06   143.2   5.60    68.5   3.56    24.4   2.33    92.4   1.64  -999.0  99.00
SN2008ar     -3.26   178.1   2.45    19.4   1.55   100.5   2.57   151.2   1.70    70.8   2.01    23.5   1.97   101.2   1.86  -999.0  99.00
SN2008ar     -2.27   183.7   2.53    17.6   0.68   105.9   1.33   149.1   4.55    77.0   2.01    29.1   2.31   107.3   1.76  -999.0  99.00
SN2008ar     -1.32   160.6   8.49    19.9   3.60   114.3   9.68   145.5   4.25    98.5   5.34    35.1   5.32   129.3   5.18  -999.0  99.00
SN2008ar     -0.29   165.6   2.11    15.5   0.81   109.6   1.93   135.1   1.48    82.0   1.27    21.4   1.33    90.2   1.64  -999.0  99.00
SN2008ar      0.59  -999.0  99.00  -999.0  99.00  -999.0  99.00   152.8   7.11    93.2   2.51    23.1   1.96   115.2   3.16   176.2  13.72
SN2008ar      1.59   177.5   4.35    16.1   0.82   102.2   1.85   165.0   1.57    91.4   1.45    24.0   2.42   104.4   1.96  -999.0  99.00
SN2008ar      3.54   153.8   1.62    16.3   1.19    95.3   1.67   163.8   0.87    92.9   1.78    30.0   1.16   100.8   1.11  -999.0  99.00
SN2008ar      4.42   150.9   0.60    18.5   0.57   133.3   3.11   172.3   1.17    88.0   0.50    21.7   0.79   106.4   0.55   211.8   1.09
SN2008ar      5.42   156.6   1.65    20.6   0.65   147.7   1.79   188.5   1.95    86.5   1.06    28.1   1.16   118.2   1.96  -999.0  99.00
SN2008ar     10.20   131.6   0.91  -999.0  99.00   205.8   0.52   229.4   0.19    31.5   0.71    46.6   0.51   135.3   1.66   282.6   3.39
SN2008ar     11.27   137.6   2.14    29.5   0.52   228.2   1.15   238.2   0.79    22.7   0.74  -999.0  99.00   137.8   1.17   262.2   4.65
SN2008ar     21.95  -999.0  99.00  -999.0  99.00   301.4   1.68   333.0   2.01  -999.0  99.00  -999.0  99.00   208.5   0.61   401.3   2.97
SN2008ar     33.64  -999.0  99.00  -999.0  99.00   253.5   4.91   388.1   1.69  -999.0  99.00  -999.0  99.00   243.9   1.49   410.4  34.63
SN2008ar     47.22  -999.0  99.00  -999.0  99.00  -999.0  99.00   385.3   1.35  -999.0  99.00  -999.0  99.00   233.7   1.74   381.1   3.45
