#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2005eq     -6.17    89.7   1.90  -999.0  99.00   111.2   5.96   130.5   3.90    73.1   6.30    10.4   2.42    50.0   2.07   104.4  14.20
SN2005eq     -5.21  -999.0  99.00     3.5   0.64    89.1   2.78    85.9   1.02    51.3   1.74     5.0   1.53    42.6   2.00    67.4  18.15
SN2005eq     -3.14   100.7   1.25     4.4   0.17    94.3   0.76   110.6   0.71    58.2   0.44     7.7   0.30    48.1   0.22    55.3   1.56
SN2005eq     -3.36    97.5   2.75     8.2   1.38    95.4   2.21   112.5   1.89    60.3   1.99    15.2   1.85    54.8   3.03  -999.0  99.00
SN2005eq      0.50   114.8   2.53     7.7   0.28   102.0   1.69   112.5   1.86  -999.0  99.00    14.9   0.79    57.9   0.67    88.3   6.50
SN2005eq      0.52   114.6   2.36     6.4   0.49    94.0   1.93   114.6   1.29    73.3   1.08    12.4   2.34    60.6   1.00  -999.0  99.00
SN2005eq      1.43   122.9   2.23     8.2   0.70    94.5   2.67   122.9   2.21    74.9   1.37    18.8   0.98    65.4   1.51  -999.0  99.00
SN2005eq      7.35   106.5   1.11    12.0   0.96    81.8   1.31   142.2   2.53    60.0   1.19    16.7   1.29    71.9   1.73   132.7   3.09
