#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2007hj     -2.53   133.5   1.72    32.8   0.45   148.5   1.17   156.3   1.65    78.2   1.11    57.6   0.88   137.5   0.86  -999.0  99.00
SN2007hj     -1.47   125.7   1.49    33.6   0.79   151.5   1.20   157.8   0.87    76.8   0.86    56.1   0.79   135.6   0.53  -999.0  99.00
SN2007hj     -0.59   131.6   1.56  -999.0  99.00   163.5   1.25   169.9   2.37    87.9   0.44    58.5   0.52   141.9   0.36   277.8   2.01
SN2007hj     -0.54   130.9   1.32  -999.0  99.00   162.6   1.49   170.0   1.07    86.6   0.91    57.5   0.39   142.8   0.61  -999.0  99.00
SN2007hj      1.45   125.2   3.22  -999.0  99.00   174.4   2.90   182.8   1.40    82.3   1.08    55.0   0.88   136.6   0.78  -999.0  99.00
SN2007hj      2.42   129.6   2.64  -999.0  99.00   186.3   1.08   190.5   1.18    84.8   0.81    56.0   0.79   145.8   0.52  -999.0  99.00
SN2007hj      3.45   133.0   2.72  -999.0  99.00   193.6   0.85   198.2   1.92    76.4   0.88    50.2   0.45   137.2   0.58  -999.0  99.00
SN2007hj      4.42   134.2   1.95  -999.0  99.00   207.2   0.98   209.5   1.03    70.5   0.85    47.8   0.56   141.8   0.82  -999.0  99.00
SN2007hj      6.30   124.2   6.02  -999.0  99.00   230.0   3.00   229.2   4.36    45.9   1.89    37.4   1.89   147.5   2.11   346.1  23.57
SN2007hj     12.23    89.5   1.75  -999.0  99.00   292.1   2.13   340.7   1.31  -999.0  99.00  -999.0  99.00   173.0   3.71   364.0   4.43
SN2007hj     26.87   103.2   4.77  -999.0  99.00   281.8   2.26   423.1   1.53  -999.0  99.00  -999.0  99.00   238.0   0.93   409.7   1.99
