SN2007bm      4.70  11737   1366   8901    137   7809    591   7915    108  10234    242  10380    436  11472    645  17099    275
SN2007bm      7.50  11335    891   8543    280   7488    558   7281    148  10356    282  10175    390  11100    274  16596   1510
