#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2007jg     -3.08   196.1   1.76    12.1   0.68   101.5   1.61   129.0   3.05    86.1   1.91    15.9   1.05   130.8   2.30  -999.0  99.00
SN2007jg     -0.22  -999.0  99.00    11.8   0.65    87.8   0.82   122.6   0.65    81.3   0.74    18.0   0.60   111.7   0.84   303.0   2.06
SN2007jg     10.33   168.9   3.00  -999.0  99.00   185.7   1.34   213.1   1.42    38.0   3.49    38.3   0.88   117.3   1.87   335.7   5.93
SN2007jg     15.17  -999.0  99.00  -999.0  99.00   242.3   1.06   256.0   0.62  -999.0  99.00  -999.0  99.00   121.7   0.89   346.6   2.88
SN2007jg     22.83  -999.0  99.00  -999.0  99.00  -999.0  99.00   290.4   9.42  -999.0  99.00  -999.0  99.00   148.1  39.08  -999.0  99.00
SN2007jg     41.08   152.8  10.70  -999.0  99.00   269.3   4.70   386.3   3.73  -999.0  99.00  -999.0  99.00   233.9   1.26   475.9   9.49
