#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2009ab    -10.20  -999.0  99.00  -999.0  99.00    77.3   1.58    99.4   0.64    66.6   0.50    31.8   0.42    77.1   0.85   126.2   0.96
SN2009ab     -7.14  -999.0  99.00  -999.0  99.00    87.7   1.70   108.6   1.24    73.1   0.58    30.0   0.52    84.1   0.54  -999.0  99.00
SN2009ab     -6.21  -999.0  99.00  -999.0  99.00    87.6   1.47   110.8   0.43    74.5   0.60    28.6   0.26    84.5   0.19  -999.0  99.00
SN2009ab     -6.21  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00   116.3   0.99
SN2009ab      2.67  -999.0  99.00    20.4   0.93   126.1   1.93   160.0   0.76    88.3   1.23    29.2   0.78   102.8   1.27   183.3   1.33
SN2009ab      4.66  -999.0  99.00  -999.0  99.00   163.0   4.60   175.2   1.36    79.0   1.29    28.8   0.57   111.0   0.71   206.2   3.45
