SN2007al      3.27  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000   9351    393   9730    271  -1000  -1000  -1000  -1000
SN2007al      4.20  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000   9069    252   9464    309  12010    345  -1000  -1000
SN2007al      4.24  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000   9077    391   9156    287  -1000  -1000  -1000  -1000
SN2007al      5.03  11283    422  -1000  -1000  -1000  -1000  -1000  -1000   8904    227   9462    272  11974   1402  -1000  -1000
SN2007al      9.98  10010    532  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000   8521    222  12144    214  -1000  -1000
SN2007al     16.95  10378    806  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  -1000  12368    765  -1000  -1000
