#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2005be      6.97  -999.0  99.00  -999.0  99.00   167.8   3.89   178.2   2.58    57.8   3.90    30.4   2.52   101.5   2.47   193.0  43.44
SN2005be     11.79  -999.0  99.00  -999.0  99.00   256.0   7.02   246.3   2.18  -999.0  99.00    73.1   1.31   149.0   2.01   330.4  38.95
SN2005be     14.66  -999.0  99.00  -999.0  99.00   285.9   2.57   290.6   4.61  -999.0  99.00  -999.0  99.00   161.9   2.47   360.0  16.08
SN2005be     18.56    58.2   9.22  -999.0  99.00   293.8   9.45   351.5   6.47  -999.0  99.00  -999.0  99.00   208.3   5.44   417.7  19.68
