#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2008gl     -1.45  -999.0  99.00    21.1   0.40    96.0   1.07   141.0   1.03    89.1   0.76    23.4   0.47   117.1   0.75   127.3   4.61
SN2008gl      4.30  -999.0  99.00  -999.0  99.00    97.6   2.16   182.9   0.93    84.8   0.44    22.3   0.90   113.3   1.24   166.8   1.89
SN2008gl     26.62  -999.0  99.00  -999.0  99.00   263.5   2.45   392.7   1.35  -999.0  99.00  -999.0  99.00   224.4   1.04   370.5   5.27
SN2008gl     48.78  -999.0  99.00  -999.0  99.00   296.0   2.57   366.6   2.22  -999.0  99.00  -999.0  99.00   220.5   0.98   429.9  10.48
SN2008gl     54.57  -999.0  99.00  -999.0  99.00   260.1   2.65   322.8   4.86  -999.0  99.00  -999.0  99.00   187.2   2.83   385.2  97.04
