#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2005ke     -0.61  -999.0  99.00  -999.0  99.00  -999.0  99.00   158.2   6.41    29.8   0.89    52.8   1.23    99.3   1.51  -999.0  99.00
SN2005ke      0.39  -999.0  99.00  -999.0  99.00  -999.0  99.00   158.0   0.80    32.9   0.36    55.8   0.46   100.7   1.04  -999.0  99.00
SN2005ke      1.27    96.3   4.07  -999.0  99.00   280.3   3.94   208.6   5.90    32.1   2.17    54.6   0.90   104.3   1.90   297.8  11.56
SN2005ke      1.36  -999.0  99.00  -999.0  99.00  -999.0  99.00   153.4   2.02    35.6   0.72    60.1   0.36   108.5   0.46  -999.0  99.00
SN2005ke      3.42   110.5   1.54  -999.0  99.00   302.6   1.78   221.8   1.35    26.6   0.51    58.9   0.71   114.8   1.08  -999.0  99.00
SN2005ke      7.42   165.9   3.47  -999.0  99.00   309.0   0.80   299.4   0.60  -999.0  99.00    59.9   0.37   124.4   0.37  -999.0  99.00
SN2005ke     13.38  -999.0  99.00  -999.0  99.00   310.9   3.68   397.7   4.42  -999.0  99.00  -999.0  99.00   198.7   3.74   367.6   2.51
SN2005ke     23.47  -999.0  99.00  -999.0  99.00  -999.0  99.00   377.3   4.62  -999.0  99.00  -999.0  99.00   221.6   0.84   423.9   1.74
SN2005ke     26.41  -999.0  99.00  -999.0  99.00   315.7   2.42   386.0   0.95  -999.0  99.00  -999.0  99.00   193.4   1.76   444.5   2.16
SN2005ke     29.45  -999.0  99.00  -999.0  99.00   314.3   2.55   390.1   1.59  -999.0  99.00  -999.0  99.00   190.7   2.51   454.7   2.93
SN2005ke     52.22  -999.0  99.00  -999.0  99.00  -999.0  99.00   347.8   2.24  -999.0  99.00  -999.0  99.00   175.7   2.12   488.4   3.49
SN2005ke    102.88  -999.0  99.00  -999.0  99.00   265.5   5.57   250.1   3.99  -999.0  99.00  -999.0  99.00   254.2   9.81   411.6  16.30
SN2005ke    109.85  -999.0  99.00  -999.0  99.00   249.6  17.79   222.5   3.63  -999.0  99.00  -999.0  99.00   266.6  11.20   432.1  11.06
SN2005ke    118.76  -999.0  99.00  -999.0  99.00   235.9   5.90   227.4   2.64  -999.0  99.00  -999.0  99.00   281.0   7.67   310.2  20.75
SN2005ke    127.71  -999.0  99.00  -999.0  99.00   267.0  21.56   247.5   5.84  -999.0  99.00  -999.0  99.00   299.7  18.98   335.3  26.30
