#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2008ia     -2.88   164.8   1.48    22.4   0.75    91.7   2.12   136.5   1.93    88.1   1.03    17.9   0.57   110.6   1.22   125.6   2.24
SN2008ia      2.17   129.5   9.97    25.3   0.48    85.4   2.60   150.1   1.07    92.1   0.62    21.3   0.56   106.2   0.56   142.7   3.18
SN2008ia      5.05    97.3   4.03    25.4   0.45   145.3   1.52   170.8   0.97    83.2   0.83    27.4   0.47   117.4   0.57   184.5   1.24
SN2008ia     10.08  -999.0  99.00  -999.0  99.00   187.1   1.87   201.6   1.28    20.3   0.75    50.3   0.37   106.3   0.71   121.0   3.58
SN2008ia     15.03  -999.0  99.00  -999.0  99.00   308.7   4.49   289.8   3.82  -999.0  99.00  -999.0  99.00   155.9   1.94   305.3   9.60
SN2008ia     27.06  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00  -999.0  99.00   250.4   3.16   356.4   4.15
SN2008ia     40.11  -999.0  99.00  -999.0  99.00   285.5   4.75   363.4   2.53  -999.0  99.00  -999.0  99.00   227.9   1.25   379.4   2.88
SN2008ia     59.98  -999.0  99.00  -999.0  99.00  -999.0  99.00   289.1   3.62  -999.0  99.00  -999.0  99.00   156.1   1.81   352.6   5.35
