#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2006is      1.41  -999.0  99.00  -999.0  99.00  -999.0  99.00   126.7   5.84    81.1   2.26    10.2   1.23    82.1   0.84   145.5   3.60
SN2006is      5.30   119.5   4.74    17.3   1.63   128.0   3.09   176.7   2.20    58.8   2.61    16.3   0.94    90.4   0.78   161.3   4.33
SN2006is      9.08  -999.0  99.00  -999.0  99.00   152.6   1.23   225.1   0.95  -999.0  99.00  -999.0  99.00   130.8   3.83  -999.0  99.00
SN2006is     10.16  -999.0  99.00    27.4   1.11   168.5   1.97   230.4   0.90    27.9   1.16  -999.0  99.00   127.8   3.57   191.9   5.07
SN2006is     11.13  -999.0  99.00    31.7   0.92   179.0   1.74   245.2   0.54  -999.0  99.00  -999.0  99.00   126.7   1.08   212.3  12.80
SN2006is     13.07  -999.0  99.00  -999.0  99.00   203.7   2.72   265.5   1.89  -999.0  99.00  -999.0  99.00   137.8   1.66   294.8  17.39
SN2006is     17.01  -999.0  99.00  -999.0  99.00   264.4   3.08   287.6   2.25  -999.0  99.00  -999.0  99.00   136.5   5.80  -999.0  99.00
SN2006is     18.94  -999.0  99.00  -999.0  99.00   240.9   4.23   277.2   6.41  -999.0  99.00  -999.0  99.00   143.3   2.72  -999.0  99.00
SN2006is     21.88  -999.0  99.00  -999.0  99.00   280.1   1.32   319.2   2.01  -999.0  99.00  -999.0  99.00   145.6   1.74  -999.0  99.00
SN2006is     33.33    93.8   2.56  -999.0  99.00   259.8   2.78   363.3   5.03  -999.0  99.00  -999.0  99.00   193.2   2.81   408.1   3.77
SN2006is     34.46  -999.0  99.00  -999.0  99.00   289.7   2.93   388.1   3.76  -999.0  99.00  -999.0  99.00   192.8   2.35  -999.0  99.00
SN2006is     35.40  -999.0  99.00  -999.0  99.00   272.7   7.81   383.7   1.88  -999.0  99.00  -999.0  99.00   200.4   2.00  -999.0  99.00
SN2006is     37.33  -999.0  99.00  -999.0  99.00   260.6  11.09   361.1   4.14  -999.0  99.00  -999.0  99.00   215.3   3.09  -999.0  99.00
SN2006is     39.28  -999.0  99.00  -999.0  99.00   269.4   7.99   345.6   6.69  -999.0  99.00  -999.0  99.00   233.7   2.53  -999.0  99.00
SN2006is     45.97  -999.0  99.00  -999.0  99.00   272.4   4.22   348.5   2.62  -999.0  99.00  -999.0  99.00   223.7   2.01   438.9  16.80
