#SN_name     Epoch   EW(1)   Err    EW(2)   Err    EW(3)   Err    EW(4)   Err    EW(5)   Err    EW(6)   Err    EW(7)   Err    EW(8)   Err  
SN2006gj     -0.68   107.5   5.07    27.2   1.43    92.0   2.26   139.1   2.21    74.7   1.37    52.1   2.26   116.8   1.56  -999.0  99.00
SN2006gj      3.24    88.2   3.31  -999.0  99.00   150.6   3.48   159.3   2.31    76.6   1.37    38.0   1.11   106.7   1.20  -999.0  99.00
SN2006gj      3.73  -999.0  99.00    21.6   1.56   155.8   3.98   159.2   1.50    78.2   1.05    45.9   1.43   114.5   1.86   207.1  12.92
SN2006gj      4.23    80.1   2.79  -999.0  99.00   153.9   3.82   162.9   2.11    78.2   2.52    59.6   2.55   118.9   0.53   272.2   2.79
SN2006gj      5.64  -999.0  99.00    21.5   0.94   185.6   2.79   186.0   4.70    71.5   2.41    40.6   1.59   122.0   1.64   244.6   4.96
SN2006gj      6.61  -999.0  99.00    17.0   0.73   206.2   1.55   192.8   1.91    55.6   0.84    42.9   1.34   122.0   1.16   240.2   3.98
SN2006gj     13.41  -999.0  99.00  -999.0  99.00   351.1  11.58   323.3  10.54  -999.0  99.00  -999.0  99.00   167.8   2.99   391.3   7.82
SN2006gj     19.23  -999.0  99.00  -999.0  99.00   216.6  27.94   353.4   5.59  -999.0  99.00  -999.0  99.00   198.5   3.72   334.7   8.45
